1579546122562,Diagnose,"**** System Info ****
User Agent :Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0
Toolbar Version:",""
1579546130706,Warn,"{}",""
1579546131233,Warn,"{"message":"Component returned failure code: 0x80520012 (NS_ERROR_FILE_NOT_FOUND) [nsIFileInputStream.init]","result":2152857618,"name":"NS_ERROR_FILE_NOT_FOUND","filename":"file:///C:/Users/student/AppData/Roaming/Mozilla/Firefox/Profiles/sir8vzak.default/extensions/%7B635abd67-4fe9-1b23-4f01-e679fa7484c1%7D/components/nsYahooFileIO.js","lineNumber":24,"columnNumber":0,"location":{"language":2,"languageName":"JavaScript","filename":"file:///C:/Users/student/AppData/Roaming/Mozilla/Firefox/Profiles/sir8vzak.default/extensions/%7B635abd67-4fe9-1b23-4f01-e679fa7484c1%7D/components/nsYahooFileIO.js","name":"YahooFileIO.prototype.readUnicodeFile","lineNumber":24,"columnNumber":329,"sourceLine":"","asyncCause":null,"asyncCaller":null,"caller":{"language":2,"languageName":"JavaScript","filename":"chrome://ytoolbar/content/ytoolbarOverlay.js","name":"yahooSearchReset","lineNumber":246,"columnNumber":514,"sourceLine":"","asyncCause":null,"asyncCaller":null,"caller":{"language":2,"languageName":"JavaScript","filename":"chrome://ytoolbar/content/ytoolbarOverlay.js","name":"yahooToolbarInit","lineNumber":23,"columnNumber":58,"sourceLine":"","asyncCause":null,"asyncCaller":null,"caller":{"language":0,"languageName":"C++","filename":null,"name":null,"lineNumber":0,"columnNumber":0,"sourceLine":"","asyncCause":null,"asyncCaller":null,"caller":null,"formattedStack":"","nativeSavedFrame":null},"formattedStack":"yahooToolbarInit@chrome://ytoolbar/content/ytoolbarOverlay.js:23:58\n","nativeSavedFrame":{}},"formattedStack":"yahooSearchReset@chrome://ytoolbar/content/ytoolbarOverlay.js:246:514\nyahooToolbarInit@chrome://ytoolbar/content/ytoolbarOverlay.js:23:58\n","nativeSavedFrame":{}},"formattedStack":"YahooFileIO.prototype.readUnicodeFile@file:///C:/Users/student/AppData/Roaming/Mozilla/Firefox/Profiles/sir8vzak.default/extensions/%7B635abd67-4fe9-1b23-4f01-e679fa7484c1%7D/components/nsYahooFileIO.js:24:329\nyahooSearchReset@chrome://ytoolbar/content/ytoolbarOverlay.js:246:514\nyahooToolbarInit@chrome://ytoolbar/content/ytoolbarOverlay.js:23:58\n","nativeSavedFrame":{}},"inner":null,"data":null}",""
1579546132647,Warn,"Component returned failure code: 0x8000ffff (NS_ERROR_UNEXPECTED) [nsIPrefBranch.getBoolPref]",""
1579546132869,Warn,"WLP Error: error in getting welcome page. Wait untill next Feed refresh",""
1579546133002,Warn,"false",""
1579546137326,Warn,"YahooCache:getManifest(): Component returned failure code: 0x804b000a (NS_ERROR_MALFORMED_URI) [nsIIOService.newChannel]",""
1579546137417,Warn,"{}",""
1579546137444,Warn,"{}",""
1579546140911,Warn,"{}",""
1579546145952,Warn,"{}",""
1579546153640,Warn,"true",""
1579546153641,Warn,"true",""
1579546159591,Warn,"{}",""
1579546165982,Warn,"true",""
1579546167931,Warn,"true",""
1579546171909,Warn,"true",""
1579546175186,Warn,"{}",""
1579546175190,Warn,"{}",""
1579546175194,Warn,"true",""
1579546175198,Warn,"{}",""
1579546175200,Warn,"true",""
1579546175200,Warn,"true",""
1579546175717,Warn,"true",""
1579546175718,Warn,"true",""
1579546184045,Warn,"{}",""
1579546184373,Warn,"{}",""
1579546186813,Warn,"true",""
1579546186814,Warn,"true",""
1579546191932,Warn,"{}",""
1579546192538,Warn,"{}",""
1579546193338,Warn,"{}",""
1579546194902,Warn,"{}",""
1579546195270,Warn,"{}",""
1579546195595,Warn,"{}",""
1579546196990,Warn,"{}",""
1579546197026,Warn,"{}",""
1579546197277,Warn,"{}",""
1579546197494,Warn,"{}",""
1579546201599,Warn,"{}",""
1579546203038,Warn,"{}",""
1579546203057,Warn,"{}",""
1579546203770,Warn,"{}",""
1579546205078,Warn,"{}",""
1579546206023,Warn,"{}",""
1579546210441,Warn,"{}",""
1579546212039,Warn,"{}",""
1579546213551,Warn,"{}",""
1579546216074,Warn,"{}",""
1579546216556,Warn,"{}",""
1579546216957,Warn,"{}",""
1579546230188,Warn,"{}",""
1579546235414,Warn,"{}",""
1579546236310,Warn,"{}",""
1579546236585,Warn,"{}",""
1579546242115,Warn,"{}",""
1579546242128,Warn,"{}",""
1579546249456,Warn,"{}",""
1579546252623,Warn,"{}",""
1579546255874,Warn,"{}",""
1579546263375,Warn,"{}",""
1579547172646,Diagnose,"**** System Info ****
User Agent :Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0
Toolbar Version:",""
1579547174583,Warn,"Component returned failure code: 0x8000ffff (NS_ERROR_UNEXPECTED) [nsIPrefBranch.getBoolPref]",""
1579547174600,Warn,"false",""
1579547174977,Warn,"{}",""
1579547174987,Warn,"{}",""
1579547174997,Warn,"YahooCache:getManifest(): Component returned failure code: 0x804b000a (NS_ERROR_MALFORMED_URI) [nsIIOService.newChannel]",""
1579547175489,Warn,"true",""
1579547175535,Warn,"true",""
1579547177273,Warn,"{}",""
1579547177436,Warn,"{}",""
1579547178340,Warn,"{}",""
1579547182797,Warn,"true",""
1579547188721,Warn,"true",""
1579547192356,Warn,"true",""
1579547192357,Warn,"true",""
1579547194331,Warn,"true",""
1579547195389,Warn,"true",""
1579547196425,Warn,"true",""
1579547196427,Warn,"true",""
1579547196427,Warn,"true",""
1579547196676,Warn,"true",""
1579547196676,Warn,"true",""
1579547196677,Warn,"true",""
1579547196678,Warn,"true",""
1579547200080,Warn,"true",""
1579547200094,Warn,"true",""
1579547200186,Warn,"true",""
1579547202568,Warn,"true",""
1579547202990,Warn,"true",""
1579547203008,Warn,"true",""
1579547204284,Warn,"true",""
1579547205457,Warn,"true",""
1579547205459,Warn,"true",""
1579547205459,Warn,"true",""
